LAU_ID,LAU_NAME,Anio,Vehiculos_Oficial,Indice_Conectividad,Poblacion_Est
25250,Vilanova de Meià,2011,269,63.73,428
25251,Vilanova de Segrià,2011,633,5.14,1006
25252,Vila-sana,2011,460,11.47,732
25253,"Vilosell, El",2011,115,11.35,184
25254,Vilanova de la Barca,2011,660,12.94,1050
25255,Vinaixa,2011,269,22.6,429
25902,Sant Martí de Riucorb,2011,395,21.1,628
25903,"Guingueta d'Àneu, La",2011,170,65.3,271
25904,Castell de Mur,2011,108,37.62,172
25905,Ribera d'Ondara,2011,276,32.86,439
25906,"Valls d'Aguilar, Les",2011,168,75.07,267
25907,Torrefeta i Florejacs,2011,370,53.64,589
25909,"Vansa i Fórnols, La",2011,108,63.81,173
25910,Josa i Tuixén,2011,76,41.33,121
25911,"Plans de Sió, Els",2011,315,33.99,502
25913,Riu de Cerdanya,2011,57,7.38,91
26001,Ábalos,2011,157,10.99,250
26002,Agoncillo,2011,746,21.14,1186
26003,Aguilar del Río Alhama,2011,262,32.74,417
42043,Burgo de Osma-Ciudad de Osma,2011,3123,175.46,4964
42044,Cabrejas del Campo,2011,31,10.64,50
42045,Cabrejas del Pinar,2011,183,74.95,292
42049,Candilichera,2011,63,26.91,101
42050,Cañamaque,2011,16,12.66,27
42051,Carabantes,2011,11,8.97,19
42052,Caracena,2011,8,9.68,14
42053,Carrascosa de Abajo,2011,10,13.85,16
42055,Casarejos,2011,88,16.92,140
42056,Castilfrío de la Sierra,2011,23,6.99,38
42058,Castillejo de Robledo,2011,61,31.69,98
42059,Centenera de Andaluz,2011,14,11.59,23
42060,Cerbón,2011,16,9.95,27
42061,Cidones,2011,188,43.05,299
42062,Cigudosa,2011,8,11.21,14
42063,Cihuela,2011,23,19.64,38
42064,Ciria,2011,42,27.3,68
42065,Cirujales del Río,2011,11,4.82,19
42069,Covaleda,2011,964,63.23,1533
42071,Cubo de la Solana,2011,103,80.0,164
42073,Cueva de Ágreda,2011,43,17.88,69
42075,Dévanos,2011,46,9.77,74
42076,Deza,2011,109,71.18,174
42078,Duruelo de la Sierra,2011,638,27.16,1015
42080,Espeja de San Marcelino,2011,89,42.87,143
42081,Espejón,2011,85,13.15,136
42082,Estepa de San Juan,2011,7,5.62,12
42084,Fresno de Caracena,2011,13,9.5,22
42085,Fuentearmegil,2011,92,36.43,147
42086,Fuentecambrón,2011,18,27.36,30
42087,Fuentecantos,2011,40,5.19,65
42088,Fuentelmonge,2011,38,25.07,61
42089,Fuentelsaz de Soria,2011,37,15.47,60
42090,Fuentepinilla,2011,48,31.51,77
42092,Fuentes de Magaña,2011,32,6.64,52
42093,Fuentestrún,2011,30,5.5,48
29061,Istán,2011,989,60.3,1572
29062,Iznate,2011,558,4.52,887
29063,Jimera de Líbar,2011,241,16.46,383
29066,Macharaviaya,2011,317,4.39,505
29067,Málaga,2011,356141,239.74,565933
29068,Manilva,2011,10782,21.6,17134
29069,Marbella,2011,94729,71.14,150531
29070,Mijas,2011,55060,90.26,87495
29071,Moclinejo,2011,743,8.66,1182
29072,Mollina,2011,3289,45.22,5227
29074,Montejaque,2011,587,27.56,933
29076,Ojén,2011,2744,51.93,4361
29077,Parauta,2011,169,26.82,269
29079,Periana,2011,2025,35.68,3219
29080,Pizarra,2011,6019,38.59,9565
29082,Rincón de la Victoria,2011,31129,17.28,49467
29084,Ronda,2011,20244,240.99,32170
29085,Salares,2011,116,6.21,185
29087,Sedella,2011,376,19.11,599
29088,Sierra de Yeguas,2011,2073,51.91,3295
29089,Teba,2011,2234,86.65,3551
29090,Tolox,2011,1432,57.21,2277
29091,Torrox,2011,12636,30.37,20081
29092,Totalán,2011,465,5.59,739
29094,Vélez-Málaga,2011,52391,95.78,83254
29095,Villanueva de Algaidas,2011,2487,42.91,3953
29096,Villanueva del Rosario,2011,2030,26.67,3226
29098,Villanueva de Tapia,2011,852,13.26,1355
29099,Viñuela,2011,1246,16.51,1980
29100,Yunquera,2011,1723,33.45,2739
29901,Torremolinos,2011,42674,12.08,67812
29902,Villanueva de la Concepción,2011,2001,40.94,3180
29903,Montecorto,2011,361,32.97,575
29904,Serrato,2011,274,17.68,436
30001,Abanilla,2011,3790,142.91,6023
30003,Águilas,2011,22253,152.7,35363
30005,Alcantarilla,2011,26109,9.84,41490
30006,Aledo,2011,682,30.11,1085
30007,Alguazas,2011,6187,14.4,9832
30009,Archena,2011,12227,9.96,19430
30010,Beniel,2011,6953,6.13,11049
30011,Blanca,2011,4089,52.96,6498
30012,Bullas,2011,7065,49.83,11227
30014,Campos del Río,2011,1305,28.68,2074
30015,Caravaca de la Cruz,2011,15665,521.3,24893
30016,Cartagena,2011,132366,338.55,210340
30017,Cehegín,2011,8905,181.68,14151
30018,Ceutí,2011,7722,6.21,12272
30020,Fortuna,2011,6814,90.58,10828
30021,Fuente Álamo de Murcia,2011,10949,165.93,17399
30022,Jumilla,2011,16193,588.09,25733
30023,Librilla,2011,3479,34.27,5529
30025,Lorquí,2011,4674,9.54,7428
30026,Mazarrón,2011,21113,193.47,33551
30028,Moratalla,2011,4603,578.69,7315
30029,Mula,2011,10603,384.57,16850
30030,Murcia,2011,283606,537.52,450670
30031,Ojós,2011,332,27.42,528
30034,Ricote,2011,756,52.56,1202
30035,San Javier,2011,21262,45.45,33788
30036,San Pedro del Pinatar,2011,16874,13.59,26815
30037,Torre-Pacheco,2011,23560,114.89,37440
30039,Totana,2011,20612,175.28,32755
30040,Ulea,2011,528,24.25,840
30041,"Unión, La",2011,12670,15.04,20134
30042,Villanueva del Río Segura,2011,2303,7.98,3661
30043,Yecla,2011,21530,367.23,34213
30901,Santomera,2011,9843,26.82,15642
30902,"Alcázares, Los",2011,11221,12.03,17831
31002,Abárzuza,2011,310,13.92,493
31003,Abaurregaina,2011,71,12.82,113
31004,Abaurrepea,2011,16,6.01,27
31005,Aberin,2011,222,12.83,354
31007,Adiós,2011,103,4.63,165
31008,Aguilar de Codés,2011,45,11.06,73
31009,Aibar,2011,468,28.92,744
31010,Altsasu,2011,4602,16.21,7313
31011,Allín,2011,551,25.35,877
31012,Allo,2011,606,22.44,964
31013,Améscoa Baja,2011,438,18.26,697
31014,Ancín,2011,212,5.73,338
31015,Andosilla,2011,1748,31.23,2779
45020,Belvís de la Jara,2011,903,69.11,1435
45021,Borox,2011,2530,36.44,4021
45022,Buenaventura,2011,227,21.71,361
45023,Burguillos de Toledo,2011,2215,17.23,3520
45024,Burujón,2011,790,21.5,1256
45025,Cabañas de la Sagra,2011,1280,10.0,2035
45026,Cabañas de Yepes,2011,178,10.86,284
45028,Calera y Chozas,2011,2887,132.8,4589
45029,Caleruela,2011,122,5.7,194
45031,Camarena,2011,2695,40.16,4284
45032,Camarenilla,2011,380,14.71,605
45033,"Campillo de la Jara, El",2011,199,53.26,317
45034,Camuñas,2011,1070,61.84,1701
45035,Cardiel de los Montes,2011,241,14.67,384
45036,Carmena,2011,519,28.31,825
45037,"Carpio de Tajo, El",2011,1129,68.82,1795
45039,Carriches,2011,167,11.29,266
45040,"Casar de Escalona, El",2011,1232,23.98,1958
45041,Casarrubios del Monte,2011,4142,55.81,6582
45042,Casasbuenas,2011,108,18.4,172
45045,Cazalegas,2011,1213,17.91,1928
45046,Cebolla,2011,1933,22.27,3073
45047,Cedillo del Condado,2011,2627,16.05,4175
45050,Ciruelos,2011,402,13.84,639
45051,Cobeja,2011,1548,10.75,2460
45052,Cobisa,2011,2707,8.9,4303
45053,Consuegra,2011,5977,217.49,9499
45054,Corral de Almaguer,2011,3211,199.33,5104
45055,Cuerva,2011,775,22.74,1232
45057,Chueca,2011,153,6.7,244
45058,Domingo Pérez,2011,248,7.84,395
45059,Dosbarrios,2011,1363,67.6,2167
45060,Erustes,2011,137,5.75,218
45062,Escalonilla,2011,891,30.89,1417
45063,Espinoso del Rey,2011,255,29.17,406
34094,Ledigos,2011,38,16.81,61
34096,Lomas,2011,24,9.98,39
34098,Magaz de Pisuerga,2011,614,16.87,976
34099,Manquillos,2011,32,7.61,51
34100,Mantinos,2011,86,15.36,137
34102,Mazariegos,2011,125,15.16,200
34104,Melgar de Yuso,2011,159,16.06,253
34106,Meneses de Campos,2011,57,16.74,92
34107,Micieces de Ojeda,2011,42,12.29,68
34108,Monzón de Campos,2011,351,27.84,558
34109,Moratinos,2011,39,17.28,63
34110,Mudá,2011,45,4.09,72
34112,Nogal de las Huertas,2011,28,8.23,45
34114,Olmos de Ojeda,2011,107,62.28,171
34116,Osornillo,2011,35,10.79,56
34121,Palenzuela,2011,128,46.6,204
34122,Páramo de Boedo,2011,63,13.66,101
34123,Paredes de Nava,2011,1148,78.19,1825
34124,Payo de Ojeda,2011,35,11.41,56
34125,Pedraza de Campos,2011,45,19.41,72
34126,Pedrosa de la Vega,2011,173,12.68,276
34127,Perales,2011,70,16.41,112
34129,Pino del Río,2011,98,31.44,156
34130,Piña de Campos,2011,118,7.42,189
34132,Población de Campos,2011,76,13.91,122
34133,Población de Cerrato,2011,62,11.9,99
34134,Polentinos,2011,27,8.91,43
34135,Pomar de Valdivia,2011,291,49.1,464
34136,Poza de la Vega,2011,100,14.54,160
34137,Pozo de Urama,2011,11,7.99,18
34139,Prádanos de Ojeda,2011,106,12.76,170
34140,"Puebla de Valdavia, La",2011,50,17.57,80
34141,Quintana del Puente,2011,156,7.07,248
34143,Quintanilla de Onsoña,2011,108,30.63,173
34146,Reinoso de Cerrato,2011,33,13.63,53
34147,Renedo de la Vega,2011,120,13.41,191
34149,Requena de Campos,2011,16,7.67,26
34151,Respenda de la Peña,2011,88,39.31,141
34152,Revenga de Campos,2011,83,13.46,133
34155,Ribas de Campos,2011,93,9.35,148
34156,Riberos de la Cueza,2011,33,11.87,53
34158,Salinas de Pisuerga,2011,188,12.76,300
34159,San Cebrián de Campos,2011,252,19.71,401
34160,San Cebrián de Mudá,2011,88,24.69,140
34161,San Cristóbal de Boedo,2011,11,6.23,18
34163,San Mamés de Campos,2011,27,9.12,44
34165,San Román de la Cuba,2011,32,10.81,52
34167,Santa Cecilia del Alcor,2011,57,11.98,91
34169,Santervás de la Vega,2011,244,42.72,389
34170,Santibáñez de Ecla,2011,28,15.21,45
34174,Santoyo,2011,115,20.98,183
34175,"Serna, La",2011,53,7.32,85
34176,Sotobañado y Priorato,2011,95,15.17,152
34177,Soto de Cerrato,2011,105,7.76,168
34178,Tabanera de Cerrato,2011,83,27.86,133
34179,Tabanera de Valdavia,2011,14,12.56,23
34180,Támara de Campos,2011,45,12.46,72
34181,Tariego de Cerrato,2011,293,12.48,467
34184,Torremormojón,2011,26,16.7,42
34185,Triollo,2011,44,37.63,71
34186,Valbuena de Pisuerga,2011,32,17.19,52
34189,Valdeolmillos,2011,33,12.12,53
34192,Valde-Ucieza,2011,49,25.44,79
34196,Valle de Cerrato,2011,49,23.28,79
34199,Velilla del Río Carrión,2011,696,120.51,1107
34201,Vertavillo,2011,98,34.71,156
34202,Villabasta de Valdavia,2011,19,6.45,31
34206,Villada,2011,514,39.28,818
34208,Villaeles de Valdavia,2011,29,12.23,47
34210,Villahán,2011,59,18.49,95
34213,Villalaco,2011,33,10.35,54
34214,Villalba de Guardo,2011,122,20.46,194
34215,Villalcázar de Sirga,2011,105,15.27,168
34216,Villalcón,2011,32,15.9,51
34218,Villaluenga de la Vega,2011,317,15.94,504
34220,Villamartín de Campos,2011,105,21.5,168
34221,Villamediana,2011,109,35.02,174
34222,Villameriel,2011,67,31.82,107
34223,Villamoronta,2011,151,8.01,241
47130,Quintanilla de Trigueros,2011,60,19.34,96
47132,Ramiro,2011,28,12.37,46
47133,Renedo de Esgueva,2011,2388,17.5,3795
47134,Roales de Campos,2011,100,13.79,159
47137,Roturas,2011,15,6.64,25
47138,Rubí de Bracamonte,2011,134,15.36,214
47139,Rueda,2011,694,54.82,1103
47140,Saelices de Mayorga,2011,67,9.48,107
47141,Salvador de Zapardiel,2011,64,15.89,102
47142,San Cebrián de Mazote,2011,68,21.16,109
47144,San Martín de Valvení,2011,53,34.67,85
47145,San Miguel del Arroyo,2011,393,33.57,626
47148,San Pedro de Latarce,2011,266,26.9,423
47149,San Pelayo,2011,30,6.29,49
47150,San Román de Hornija,2011,185,25.26,294
47151,San Salvador,2011,13,6.01,22
47152,Santa Eufemia del Arroyo,2011,44,15.05,70
47153,Santervás de Campos,2011,67,32.59,107
47155,Santovenia de Pisuerga,2011,2812,8.57,4469
47156,San Vicente del Palacio,2011,100,22.99,159
47157,Sardón de Duero,2011,368,11.89,586
47158,"Seca, La",2011,629,39.91,1001
47159,Serrada,2011,690,14.65,1098
47160,Siete Iglesias de Trabancos,2011,264,37.12,420
47161,Simancas,2011,3334,25.73,5298
47162,Tamariz de Campos,2011,52,22.58,83
47163,Tiedra,2011,171,28.57,272
47164,Tordehumos,2011,234,37.18,373
47165,Tordesillas,2011,5284,85.95,8397
47167,Torrecilla de la Orden,2011,139,36.02,222
47168,Torrecilla de la Torre,2011,15,4.19,25
47171,Torrelobatón,2011,234,39.98,373
47172,Torrescárcela,2011,100,30.58,160
47173,Traspinedo,2011,759,15.93,1207
10016,Aldehuela de Jerte,2011,218,7.08,348
10017,Alía,2011,458,363.21,728
10018,Aliseda,2011,1037,48.81,1649
10019,Almaraz,2011,998,20.54,1587
10020,Almoharín,2011,1094,56.57,1739
10021,Arroyo de la Luz,2011,3373,77.65,5361
10022,Arroyomolinos de la Vera,2011,253,14.0,403
10023,Arroyomolinos,2011,499,69.98,794
10024,Baños de Montemayor,2011,446,13.31,709
10025,Barrado,2011,230,12.88,366
10026,Belvís de Monroy,2011,436,27.23,694
10027,Benquerencia,2011,51,7.89,82
10028,Berrocalejo,2011,73,9.46,117
09369,Sotillo de la Ribera,2011,289,25.68,460
09372,Sotragero,2011,179,3.31,285
09373,Sotresgudo,2011,259,104.19,412
09377,Tardajos,2011,487,7.71,774
09378,Tejada,2011,20,13.4,32
09382,Tobar,2011,15,7.18,24
09384,Tordómar,2011,186,18.09,297
09391,Tórtoles de Esgueva,2011,244,47.85,389
09392,Tosantos,2011,32,3.45,51
09395,Tubilla del Agua,2011,84,47.18,134
09398,Úrbel del Castillo,2011,37,18.4,59
09400,Vadocondes,2011,225,15.54,358
09403,Valdeande,2011,61,18.71,97
09405,Valdezate,2011,71,12.21,114
09406,Valdorros,2011,210,10.06,334
09407,Valmala,2011,16,10.04,26
09409,Valle de Manzanedo,2011,76,42.14,122
09412,Valle de Tobalina,2011,533,95.54,847
09413,Valle de Valdebezana,2011,286,94.5,456
09414,Valle de Valdelaguna,2011,118,55.76,188
09415,Valle de Valdelucio,2011,197,57.92,314
09419,Valluércanes,2011,40,16.71,64
09421,"Vid y Barrios, La",2011,158,22.65,252
09422,"Vid de Bureba, La",2011,14,5.68,23
09423,Vileña,2011,15,3.67,25
09424,Viloria de Rioja,2011,22,4.14,35
09425,Vilviestre del Pinar,2011,307,20.5,489
09427,Villadiego,2011,894,198.64,1422
09428,Villaescusa de Roa,2011,59,10.43,95
09429,Villaescusa la Sombría,2011,32,9.61,52
09430,Villaespasa,2011,15,11.23,25
09432,Villafruela,2011,88,31.34,140
09433,Villagalijo,2011,33,13.0,53
09434,Villagonzalo Pedernales,2011,1135,8.37,1804
09437,Villahoz,2011,187,30.51,298
09438,Villalba de Duero,2011,421,8.34,669
09439,Villalbilla de Burgos,2011,903,8.75,1436
09440,Villalbilla de Gumiel,2011,53,15.74,85
09441,Villaldemiro,2011,54,8.05,86
09442,Villalmanzo,2011,256,14.48,407
09443,Villamayor de los Montes,2011,100,24.53,159
09444,Villamayor de Treviño,2011,35,11.12,56
09445,Villambistia,2011,28,7.81,45
09446,Villamedianilla,2011,5,3.76,8
09447,Villamiel de la Sierra,2011,25,10.66,40
09448,Villangómez,2011,135,23.0,216
09449,Villanueva de Argaño,2011,71,4.72,114
09451,Villanueva de Gumiel,2011,171,13.49,272
09454,Villanueva de Teba,2011,27,3.68,43
09455,Villaquirán de la Puebla,2011,26,6.78,42
09456,Villaquirán de los Infantes,2011,89,7.75,143
09458,Villariezo,2011,437,6.2,696
09460,Villasandino,2011,107,26.31,171
09463,Villasur de Herreros,2011,166,53.19,264
09464,Villatuelda,2011,32,9.21,51
09467,Villaverde-Mogina,2011,44,8.17,70
09471,Villayerno Morquillas,2011,130,6.34,207
09472,Villazopeque,2011,31,7.0,50
09473,Villegas,2011,50,14.63,80
09476,Villoruebo,2011,41,15.3,66
09483,Zazuar,2011,125,13.62,199
09485,Zuñeda,2011,33,7.03,54
09901,Quintanilla del Agua y Torduele,2011,210,21.6,335
09902,Valle de Santibáñez,2011,295,64.15,469
09903,Villarcayo de Merindad de Casti,2011,2432,91.76,3865
09905,Valle de Sedano,2011,258,160.05,410
09906,Merindad de Río Ubierna,2011,873,166.86,1388
09907,Alfoz de Quintanadueñas,2011,1323,25.15,2103
09908,Valle de Losa,2011,303,137.37,483
10002,Abertura,2011,228,37.92,363
10003,Acebo,2011,355,34.49,565
10005,Aceituna,2011,353,24.22,562
10006,Ahigal,2011,829,31.53,1318
10007,Albalá,2011,399,23.34,635
10008,Alcántara,2011,816,334.64,1297
10009,Alcollarín,2011,152,48.23,242
10010,Alcuéscar,2011,1488,65.87,2365
10011,Aldeacentenera,2011,363,67.02,577
10012,Aldea del Cano,2011,368,17.4,585
10013,"Aldea del Obispo, La",2011,178,22.93,283
10014,Aldeanueva de la Vera,2011,1220,22.8,1940
10015,Aldeanueva del Camino,2011,439,12.14,698
08904,Badia del Vallès,2011,7919,0.56,12585
08905,"Palma de Cervelló, La",2011,1841,3.27,2926
09001,Abajas,2011,16,20.04,26
09003,Adrada de Haza,2011,122,6.22,194
09006,Aguas Cándidas,2011,35,10.47,57
09007,Aguilar de Bureba,2011,32,5.6,52
09010,Alcocero de Mola,2011,24,4.87,39
09011,Alfoz de Bricia,2011,42,30.57,68
09012,Alfoz de Santa Gadea,2011,59,20.47,95
09013,Altable,2011,27,4.82,44
09014,"Altos, Los",2011,121,84.18,193
09016,Ameyugo,2011,70,7.48,112
09017,Anguix,2011,98,8.09,157
09253,Pardilla,2011,64,9.18,102
09255,Partido de la Sierra en Tobalin,2011,52,17.6,84
09256,Pedrosa de Duero,2011,288,42.17,459
09257,Pedrosa del Páramo,2011,54,6.72,87
09259,Pedrosa de Río Úrbel,2011,156,29.66,248
09261,Peñaranda de Duero,2011,285,39.13,453
09262,Peral de Arlanza,2011,103,17.36,165
09265,Piérnigas,2011,23,7.91,37
09266,Pineda de la Sierra,2011,57,40.85,92
09267,Pineda Trasmonte,2011,64,17.0,102
16135,Moya,2011,102,55.05,163
16137,Narboneta,2011,32,21.12,51
16139,Olivares de Júcar,2011,191,30.14,305
16140,Olmeda de la Cuesta,2011,13,13.71,21
16141,Olmeda del Rey,2011,78,44.92,125
16142,Olmedilla de Alarcón,2011,81,23.17,129
16143,Olmedilla de Eliz,2011,13,7.87,21
16146,Pajarón,2011,47,31.7,75
16147,Pajaroncillo,2011,35,33.76,56
16148,Palomares del Campo,2011,337,36.82,537
16149,Palomera,2011,114,30.29,182
16150,Paracuellos,2011,59,73.5,95
10116,Malpartida de Plasencia,2011,2794,225.95,4441
10117,Marchagaz,2011,147,5.74,234
10118,Mata de Alcántara,2011,173,20.26,275
10120,Mesas de Ibor,2011,90,29.16,144
10122,Millanes,2011,142,10.65,226
10123,Mirabel,2011,395,29.82,629
10124,Mohedas de Granadilla,2011,515,35.54,819
09018,Aranda de Duero,2011,20336,77.2,32316
09019,Arandilla,2011,94,16.07,150
09020,Arauzo de Miel,2011,167,34.55,266
09021,Arauzo de Salce,2011,28,10.8,46
09023,Arcos,2011,1107,19.07,1760
09024,Arenillas de Riopisuerga,2011,105,16.88,167
09025,Arija,2011,67,4.17,108
09027,Arraya de Oca,2011,26,7.25,42
09029,Atapuerca,2011,108,14.87,173
09030,"Ausines, Los",2011,98,25.21,156
09269,Pinilla de los Moros,2011,20,6.46,32
09270,Pinilla Trasmonte,2011,100,41.17,160
09275,Presencio,2011,118,21.18,189
09276,"Puebla de Arganzón, La",2011,332,11.41,529
09277,Puentedura,2011,71,9.52,113
09279,Quemada,2011,152,12.56,242
09280,Quintanabureba,2011,18,6.95,30
09281,Quintana del Pidio,2011,89,6.41,143
09283,Quintanaélez,2011,29,10.33,47
16151,Paredes,2011,45,11.63,72
16152,"Parra de las Vegas, La",2011,20,36.19,32
16153,"Pedernoso, El",2011,682,34.23,1085
16154,"Pedroñeras, Las",2011,4031,136.42,6407
16155,"Peral, El",2011,403,52.04,641
16156,"Peraleja, La",2011,52,20.65,84
16157,"Pesquera, La",2011,136,43.47,217
16158,"Picazo, El",2011,420,15.06,668
16159,Pinarejo,2011,117,37.48,186
16160,Pineda de Gigüela,2011,35,16.95,57
16162,Portalrubio de Guadamejud,2011,21,12.24,34
10125,Monroy,2011,548,123.93,871
10126,Montánchez,2011,979,68.42,1557
10128,Moraleja,2011,3989,76.04,6340
10129,Morcillo,2011,217,9.82,345
10130,Navaconcejo,2011,1252,31.17,1990
10132,Navalvillar de Ibor,2011,229,33.64,364
10134,Navezuelas,2011,392,36.3,624
10135,Nuñomoral,2011,741,57.36,1179
10136,Oliva de Plasencia,2011,183,53.73,291
09032,Avellanosa de Muñó,2011,61,22.31,97
09033,Bahabón de Esgueva,2011,47,12.89,75
09034,"Balbases, Los",2011,184,38.96,293
09035,Baños de Valdearados,2011,193,22.09,307
09037,Barbadillo de Herreros,2011,64,38.75,102
09038,Barbadillo del Mercado,2011,84,9.07,135
09039,Barbadillo del Pez,2011,41,12.35,66
09041,Barrio de Muñó,2011,18,2.25,29
09043,"Barrios de Bureba, Los",2011,113,28.24,180
09044,Barrios de Colina,2011,33,13.6,54
09287,Quintanaortuño,2011,173,3.38,275
09288,Quintanapalla,2011,64,9.49,103
09289,Quintanar de la Sierra,2011,926,36.29,1472
09292,Quintanavides,2011,41,6.93,66
09295,Quintanilla del Coco,2011,30,11.85,49
09297,"Quintanillas, Las",2011,235,14.97,374
09298,Quintanilla San García,2011,42,27.44,67
09301,Quintanilla Vivar,2011,550,8.11,875
09302,Rabanera del Pinar,2011,61,20.08,97
09303,Rábanos,2011,50,24.2,80
09304,Rabé de las Calzadas,2011,153,6.1,244
09306,Rebolledo de la Torre,2011,57,30.3,91
16163,Portilla,2011,33,19.4,53
16165,Poyatos,2011,48,27.02,77
16166,Pozoamargo,2011,162,32.12,259
16167,Pozorrubio de Santiago,2011,195,27.0,311
16170,Priego,2011,544,48.71,865
16171,"Provencio, El",2011,1451,61.61,2306
16172,Puebla de Almenara,2011,200,22.74,319
16173,"Valle de Altomira, El",2011,127,89.13,202
16174,Puebla del Salvador,2011,122,29.05,194
16175,Quintanar del Rey,2011,4643,48.46,7379
16176,Rada de Haro,2011,30,19.36,48
16177,Reíllo,2011,66,49.01,106
10137,Palomero,2011,251,12.27,400
10138,Pasarón de la Vera,2011,353,23.61,562
10140,Peraleda de la Mata,2011,853,55.83,1356
10141,Peraleda de San Román,2011,182,37.43,290
10142,Perales del Puerto,2011,554,22.0,881
10143,Pescueza,2011,83,31.3,133
10144,"Pesga, La",2011,592,12.05,941
10145,Piedras Albas,2011,78,2.74,124
10146,Pinofranqueado,2011,1045,88.95,1662
10147,Piornal,2011,891,22.06,1417
09045,Basconcillos del Tozo,2011,181,73.03,288
09046,Bascuñana,2011,11,4.27,19
09048,Belorado,2011,1091,80.94,1734
09050,Berberana,2011,30,20.07,48
09051,Berlangas de Roa,2011,115,9.45,184
09054,Bozoó,2011,61,20.08,97
09055,Brazacorta,2011,28,12.56,45
09057,Bugedo,2011,119,5.96,190
09059,Burgos,2011,105910,64.97,168299
09307,Redecilla del Camino,2011,63,7.24,101
09308,Redecilla del Campo,2011,40,10.12,65
09309,Regumiel de la Sierra,2011,191,12.5,304
09310,Reinoso,2011,9,4.78,15
09314,Revilla del Campo,2011,61,23.34,98
09315,Revillarruz,2011,379,10.3,603
09316,Revilla Vallejera,2011,72,16.34,116
09317,Rezmondo,2011,11,3.88,18
09318,Riocavado de la Sierra,2011,32,25.67,52
16181,Rozalén del Monte,2011,35,18.16,56
16185,Saceda-Trasierra,2011,25,18.4,40
16186,Saelices,2011,285,48.8,454
16188,Salmeroncillos,2011,62,12.47,99
16190,San Clemente,2011,4121,168.21,6549
16191,San Lorenzo de la Parrilla,2011,672,36.33,1068
16192,San Martín de Boniches,2011,27,41.85,43
16193,San Pedro Palmiches,2011,34,11.61,55
10148,Plasencia,2011,24098,132.25,38294
10149,Plasenzuela,2011,302,22.26,480
10150,Portaje,2011,225,60.81,358
10151,Portezuelo,2011,132,76.37,210
10152,Pozuelo de Zarzón,2011,263,28.74,418
10153,Puerto de Santa Cruz,2011,161,20.32,257
10155,Riolobos,2011,722,29.86,1148
10156,Robledillo de Gata,2011,53,18.51,85
10157,Robledillo de la Vera,2011,158,7.74,252
10159,Robledollano,2011,176,37.21,281
09060,Busto de Bureba,2011,84,11.06,135
09061,Cabañes de Esgueva,2011,95,15.96,152
09062,Cabezón de la Sierra,2011,23,11.7,37
09063,Cavia,2011,150,7.87,239
09064,Caleruega,2011,235,28.84,374
09065,Campillo de Aranda,2011,105,14.42,167
09066,Campolara,2011,30,7.95,48
09068,Cantabrana,2011,12,1.79,20
09070,Carazo,2011,24,14.05,39
09071,Carcedo de Bureba,2011,30,25.59,48
09072,Carcedo de Burgos,2011,297,15.56,472
09073,Cardeñadijo,2011,881,5.59,1400
09323,Rojas,2011,35,14.8,56
09325,Royuela de Río Franco,2011,105,30.36,168
09326,Rubena,2011,122,5.91,194
09327,Rublacedo de Abajo,2011,18,22.11,30
09328,Rucandio,2011,41,19.39,66
09329,Salas de Bureba,2011,81,7.98,130
09330,Salas de los Infantes,2011,1204,18.98,1914
09334,Salinillas de Bureba,2011,28,13.3,46
09335,San Adrián de Juarros,2011,56,11.97,89
09337,San Juan del Monte,2011,85,15.88,136
16196,Santa María de los Llanos,2011,415,26.03,660
16197,Santa María del Val,2011,39,28.24,62
16198,Sisante,2011,993,81.41,1579
16199,Solera de Gabaldón,2011,20,29.88,32
16202,Talayuelas,2011,529,64.53,842
16204,Tébar,2011,187,59.76,298
16206,Tinajas,2011,115,28.22,184
16209,Torralba,2011,67,33.51,107
16211,Torrejoncillo del Rey,2011,208,121.82,331
16212,Torrubia del Campo,2011,188,32.27,299
16213,Torrubia del Castillo,2011,26,10.33,42
10160,Romangordo,2011,146,23.57,233
10163,Salvatierra de Santiago,2011,154,20.17,245
10164,San Martín de Trevejo,2011,440,15.0,700
10165,Santa Ana,2011,182,21.17,290
10166,Santa Cruz de la Sierra,2011,193,26.99,307
10167,Santa Cruz de Paniagua,2011,169,50.4,270
10168,Santa Marta de Magasca,2011,173,24.0,275
10169,Santiago de Alcántara,2011,292,57.9,465
10170,Santiago del Campo,2011,151,44.28,241
09074,Cardeñajimeno,2011,725,7.38,1153
09075,Cardeñuela Riopico,2011,66,6.85,105
09076,Carrias,2011,14,7.73,23
09077,Cascajares de Bureba,2011,16,4.53,26
09079,Castellanos de Castro,2011,30,5.94,48
09083,Castil de Peones,2011,15,8.06,25
09084,Castrillo de la Reina,2011,99,8.72,158
09085,Castrillo de la Vega,2011,371,15.98,591
09086,Castrillo del Val,2011,508,13.66,808
16216,Tresjuncos,2011,164,42.38,262
16218,Uclés,2011,150,39.06,239
16219,Uña,2011,52,13.9,84
16224,Valdemeca,2011,50,42.06,80
16225,Valdemorillo de la Sierra,2011,33,41.4,53
16227,Valdemoro-Sierra,2011,66,64.61,106
16228,Valdeolivas,2011,132,27.88,210
16231,Valhermoso de la Fuente,2011,45,19.03,73
16234,Valsalobre,2011,12,21.76,20
16236,Valverde de Júcar,2011,655,34.08,1041
16237,Valverdejo,2011,56,19.32,90
10172,Santibáñez el Bajo,2011,437,27.98,695
